sentiment,word
-0.9059720041442119,逼
-1.2816771429603522,看着
2.389744316567726,戴口罩
-1.1448977417748678,有人
-1.1522007918421941,有没有
-0.8070791680798836,兄弟
-0.6604843468312543,喝
-0.6974275860571805,耶
-1.1042013154016665,一点
-0.6426529954783233,姐姐
-0.9724677339548369,刷到
-1.1232937585839156,我家
-1.1771604775974536,女朋友
-0.6440929949487919,高
-1.0350126899730672,儿子
-0.7301077993982856,中
-0.9604627502142462,渣
-0.9097100622068724,告诉
-0.4780853494723939,衣服
-1.3676382903230209,家
-0.9367538971938975,跑
-1.1863248475176966,特别
-1.2381253218993846,老板
-1.0040455666823183,朋友
3.068417952200697,英雄
-1.026512055953426,好吃
-1.4605713633207598,不到
10.372500148904635,给力
-0.057900049492209824,黑脸
-0.5648677311527918,求
-1.1547496053353496,请
-0.7939029655674752,点赞
0.11567531407323657,肯定
-0.7553486463139997,干
-0.732036661395981,卖
-0.695306622297715,地方
-0.9093697533266898,不行
-1.401114281054651,生活
-1.0295967357348836,终于
-0.8424365077066763,想要
-0.9360083035747073,长
11.778068606252978,巧克力
-0.9920319693866096,我要
-0.9779672317524819,不用
-1.1740198328581848,不想
-0.21617833516609247,害羞
-0.6654553655982481,电影
-0.9725394033716512,声音
-1.1557770477022966,女孩
-0.1506542539159313,美
-1.5112953129120104,小时候
-0.9222457205689704,头发
-0.6598210037797206,谢谢
-0.5665666509877432,为啥
-0.9713413904509629,月
-1.477835168491585,几个
-1.1832245237401668,名字
-0.6291932746218135,快哭了
-0.7570618840179679,永远
-0.7785086882903128,机智
2.3223342858502334,世界
-1.5758158028489822,好多
-0.9759493430945665,偷笑
-0.7350060117827681,天天
-0.7305113914405765,火
-1.0004547341772638,放
-0.4434018288692768,可怜
-0.9532441041975735,事
-0.4591925233226136,幸福
-1.00506687817634,努力
-0.23750456817920848,白眼
-0.7846158615891913,妈
-0.8288072422960894,妈妈
-0.7917259123282792,腿
-1.4152535212951711,女生
-1.2130004154413845,哭
-1.045539956666017,刚刷
-1.1640992921398514,危险
0.6492477576930132,美国
-0.485447558720329,你好
-0.8539668733591036,帅
-0.8824912037037923,记得
-0.9821232194582555,有个
-1.168419803563824,时间
-1.2265109967034544,确实
-0.6320722506555353,狗
-0.8924638083813596,先
-1.2485808318361897,每次
-1.067912792768365,工作
0.44669105140724796,翻
-1.0444558736281722,样子
-1.1059934361470647,男生
-1.394218316086201,跳
0.5693043513805485,疫情
-0.61048515711305,回家
0.7332538634131364,大哥
1.9900690979122548,啊啊啊
0.05870823636366372,一句
-0.9281519603706271,前
0.20636009361162455,只能
-0.4951666963937837,找到
-0.5675372640204699,迷人
-1.0093985391066986,女儿
-1.20183609352645,父母
-1.00578961760554,结婚
0.5908858086382466,平安
-0.49190168818403635,开心
0.05293638754456585,口罩
-1.003710092327099,换
7.745369565551805,祈祷
-1.1899116180405256,送
-0.8418471761134263,手
-1.2749046611024246,电视剧
-1.5777613948552236,住
0.022530215565683978,一种
-1.0676166382966101,话
-0.8199040642798903,看过
-0.7714791508022695,岁
-1.4974338386912422,帮
-0.6004219620201489,音乐
-0.0009999542910864023,调皮
-0.6142956547138015,试试
-0.8501795814913474,眼睛
-1.207320851801713,站
-0.49269797094293843,尴尬
-1.2695450479437755,婆婆
-0.6037864128581182,链接
99.49670712322505,好帅
-1.2978567501051261,动态
1.596731893735256,真实
-0.8095489416683922,搞
0.9732263051266004,睡
-0.735087654097996,快乐
-0.9428259050856891,唱歌
0.3385282149590146,加
-0.29658240144681086,小孩
-0.7396144356744857,故事
-0.43755441699438025,请问
-0.9480391312638886,掉
-1.0545351067070259,家里
-1.0427845275404848,人生
-0.9792734258098443,羡慕
-0.8308534601923414,粉丝
-0.5277727988759083,天
-0.7564076792921193,同学
-0.9107225686589595,发
-1.0374424409609773,估计
-1.2123813504597605,万
-0.5707956718227225,一只
-0.948378415609373,少
-0.6229383423572147,多少钱
-0.8400745048677459,国家
-1.2333908440799979,总
0.1532928781705831,保护
-0.4980263441878568,简单
-0.555449334752649,心
-0.9225927307344731,脚
-0.671857705767338,房子
-0.742685829500739,干嘛
211.15484117677806,碰拳
-0.4137240027498609,辛苦
0.4922081147270454,现实
-1.0514180478022102,那种
-0.6385457215729657,优秀
-0.8135505448560375,花
-0.7686875698084161,马
1.0887469121424536,宝贝
-1.137978638538477,上班
-0.917646294323168,分
0.08789158304462118,学习
-0.815630696708386,第一
0.08398281716041386,晚上
-1.0954481214242917,学校
-0.8592019028164073,你家
0.00695148561718778,爸爸
4.316727710616897,舔屏
-0.9738635619074048,成
-1.2729253957417763,年轻
-0.7365621622005121,成功
-0.8085435590393382,学
-0.7167519566542743,想起
-1.1332203362191682,越
-0.863325733462726,俩
-1.057212422633301,长大
-0.9967978210895174,身材
-0.8579054119910058,明白
-0.5929115851457766,首歌
-0.7103681277236326,猫
-0.790548692821449,歌
-0.8806223732857329,坐
-0.6963593222130698,下次
-0.6876382436610733,工资
-0.4063116595496034,画
-0.647986801770949,一看
-0.7730858149502589,适合
-0.7988721552049421,可惜
-0.8673958458605662,写
-0.22879822986695894,憨
-0.5789316709716406,温柔
-0.7905576995812624,媳妇
-0.6796023978662397,号
-1.1378711200702192,思考
-1.1224242058300236,超级
-0.7251782628824314,喷
3.452122109040219,哒
-0.7728121786581269,弟弟
-0.23810514183172587,说话
-1.3711005682001252,灵光一闪
11.306747895334109,来看我
-1.150943814615646,行
-0.6658779588382054,瘦
-0.9077944326324942,吃饭
0.8375605901684976,宝宝
0.7232529470848119,官方
-0.5478288220767223,妹妹
-0.7483618284369162,越来越
-0.7848979305126678,水
-0.5506501764979994,忘
-0.7183847545242825,睡觉
-0.8344709490208319,本来
-1.152574607918192,全国
-0.383220426454148,有点像
0.12694077078775765,丢
-0.5833861497887737,骄傲
-0.7019764017696132,奶奶
-1.066802315363458,贵
-0.7895282502491482,姑娘
-0.2159388239957403,日本
-0.9766404030837468,讲
-0.8399353401607131,不配
-0.323402313519713,哥
-0.686888153236398,菜
-1.0508499004741145,弄
-0.6265911636382111,同款
-1.1388950270738776,拥抱
6.658675709033976,震惊
-1.204321058265007,屏幕
-0.9768657827166919,我会
-1.0554902316618278,反正
-1.2101402787647526,公司
-0.8651555552633893,生
-0.184486146802427,便宜
-0.7686842170411265,赢
-0.8948515975445643,第一个
-1.3051347269704168,女孩子
-0.643591570441648,还好
-0.4184655485505649,飞机
-1.3743763613264577,绝望的凝视
2.4968679212666003,感动
-1.0323547181393722,黑
-0.27311122943558447,小心
-0.5072996881597494,这才
-1.3022352959149064,错
-0.29066121811319706,作品
-1.016342341491421,赶紧
-0.2791564247000408,精神
-0.37304616206000096,搞笑
-0.7779049506867376,鱼
-0.41935074024126584,祖国
-0.8899720516353127,起风
-0.5898168132717211,锁屏
-0.2607882060553232,旁边
-0.6486875625403871,电视
-0.7420152172322937,灵魂
-0.8523037578286524,拉
-0.5218162546242413,人才
-0.9786837944181713,一生
-0.9101844324004368,头盔
-0.8915267841729554,夏天
-1.1150074210553382,离婚
0.4220324967815763,更新
-0.8610959871582458,明天
-0.2032349774260928,头
-1.0742243831618579,坏笑
-0.7950972068394614,游戏
-0.44432438105237243,够
-0.49472446699241707,少年
-1.052133209200698,开车
-1.09363829046542,厕所
-0.8589379707111233,疼
-0.7320706591617727,脸
-1.0745253779899466,打开
-0.5868455885738125,关系
-0.7429719720166752,时
-0.7233096032078461,倒
-1.0106924324697655,味道
-0.8509798775428314,更好
2.322043365464681,爱慕
1.7439353083333256,鬼
-0.6500005120953672,痛
-0.7311267881668583,西瓜
-0.8551229106174681,想到
-0.5217999721008978,辣椒
-0.46157478236137567,阿姨
-0.17366824337338743,色
-1.0635777301784124,分手
-0.8086344780658905,骗
-1.0873763342927865,疑问
-0.6472608150301423,吖
-0.7679041822287123,三个
-0.7961872184957088,肉
-0.5106182835453503,单身
27.974301627364426,握手
-0.7590406233241368,青筋
-0.6159923647630817,直播
-0.8178865409133644,气质
-0.8968176126959271,胖
-0.8229604756087389,对象
0.26369370080440224,好家伙
-0.7153775869000518,去过
-0.4288591201903975,帅哥
-0.11716323222036404,苹果
-0.4096865285490378,长得
0.4378164039414563,致敬
-0.5871110965033396,差点
-1.1820272935793257,一个月
-0.4719610120278477,放手
0.23936184696487853,抢
-0.8134973910782807,进
-0.6557986626175963,傻
-0.6101613435581777,大学
-0.38418504088763145,字
-0.7221801490693882,值得
-0.665281158241741,第一次
-0.895185032166569,机会
-1.0209863648162456,咬
-0.4933858786825468,裤子
0.047073779828524745,马云
-0.7591262385040033,不吃
-0.6725207363656699,安排
-0.5144195990218945,隔离
-0.2763884396548805,舒服
-0.8569291640524851,没事
3.1476993374136755,抱拳
-0.7332273611315199,新
0.36807902528498837,好好看
-0.9457372901938901,屏
-0.6378486420169963,演
-0.10917541528385064,价格
-0.6928750842182618,几天
-0.6707408909677464,难
-0.4423624587927738,不香
-0.7769209090900164,有钱人
-0.7535935948932974,期待
-0.9654447982969152,正
-0.45799630074754516,心动
-0.5676862025424617,不在
1.049562620517463,完整版
-0.9401196301053342,人类
-0.6711320206154832,一条
0.06417511862687202,月亮
150.48708836307264,聪明
-1.057904903976902,回去
-0.5041908675450775,愿
-1.188616822405143,城市
-0.9454709045646593,技术
-0.821006173566504,好人
-0.6467150718864203,动作
-0.7442999020029186,地球
-1.153179676816897,真心
-0.648558788390007,锁
-0.940096426226816,我想静静
0.04049029511146474,害怕
-0.9320821076906084,道理
-0.8079248927913985,原因
-1.0018747397704235,鞋子
-0.7678596504031363,超
-0.3852232026113303,扔
-0.9374412984358272,心疼
-0.5996122814075092,照片
-0.31005444496854256,太美
-0.7966553587099181,门
-0.562807590203002,算
-0.7296033385815099,情况
-0.8708082984603669,听到
-0.20095941506083576,大爷
-0.4788506669270422,毛病
-0.4111929573150261,抱
-1.0688208770470013,回
-0.5316462701311101,路过
-0.7802356664371608,当年
-1.3151406117553814,医生
-0.7663068196501083,教
-0.3618991811045738,效果
-1.347159195214208,不让
-0.5999976493748731,建议
-0.6052169966528257,选择
15.201450851713233,戒指
-0.657146629469471,林童学
-0.8754425894945409,经历
-0.7168058313598978,对面
-0.8450605028120598,习惯
1.0436297068414544,爱情
-0.8124115721189052,一年
-0.6866580153854249,华为
-0.8379102806488161,专业
-0.6300669294671583,未来
-0.6220559424951507,老子
-0.5306597607056938,就行了
-1.2644841961258364,理解
-0.3925470777033083,集合
-0.9200918490509264,吃瓜群众
-0.9103486375615671,小伙
-0.5880193642267351,健康
-1.019294339379535,闺蜜
0.6400679510748524,色色
-0.5211972496725189,信
-0.32633622713537824,假
-0.49592183285138686,路
-0.6114260479325608,诶
-0.696742868069349,钥匙
-0.6473053599808667,国外
-0.5341067693241329,右边
-0.6194322106018034,作者
0.30203806054411214,跟着
-0.2789874457124958,王
-0.8814165792354236,变
-0.4219049677160172,胖子
-0.19939785058722245,陪
-1.265298179371024,在家
-0.0529280737702459,养
-0.891455499019424,吉他
-0.7731894231216812,关键
-0.605288099696594,娶
-0.9223201076971406,昨天
-0.9719351434977376,举报
3.2680691604718355,勤洗手
222.18601854572222,拳头
-0.1695115958079691,明明
7.744072986656897,吐血
-0.8172451780354335,剧
-0.8576295245729275,一辈子
0.6648348496923293,白衣天使
-0.7965264175975999,麻烦
-0.6567576115245335,早就
-0.7820999127451248,颜色
-0.48089643561592293,晕
0.39397654325026343,抓
-0.838401673416376,眼神
-0.28673436489900234,好美
-0.3397757212454463,帅气
-0.4172633184636778,讨厌
-0.9317049552399227,脖子
-0.8260648994513445,社会
-0.8793383704641748,玩意
-0.3752597349523009,颜值
-0.31867262067230023,英语
1.863626735387402,皱眉
-0.2864465904526683,酒
-0.7339080094613755,风格
-1.1527876264119579,压力
-0.35949585086960667,几年
-0.11274611348111169,坏
-0.9085860995474873,装修
-0.7213219366973733,能力
-0.5515084280704226,奔驰
-0.8577265386875687,医院
-0.5296190855998062,说实话
-0.5350148422822866,蓝
-0.24638413695815325,活着
-1.1000711827047296,办法
-0.7672892643196142,小时
-0.6700817553597608,听说
-0.5458458217570967,鸡
-0.5350124788936287,戴
0.22649859247933254,事情
-0.9824089208578463,哥们
-0.8814250598542238,是因为
0.5662091851934271,广告
-1.0114872621859023,甜
-0.41178418638915165,文化
-0.6239667343321229,不看
-0.2771249409116107,梦
-0.5738389301622666,早
163.32573247143375,菜刀
-0.4380323213472321,学会
-0.43478441592938666,看不见
-0.6925576801373586,拥有
-0.9433591457977939,上海
-1.003115032999351,随便
-0.9699159265288895,鞋
-0.7900815411391373,姐妹
-0.23195556856131713,推荐
-0.5830752477701984,全是
-0.5341690112697446,山东
0.21784976535089318,色色色
0.3998752880331874,设计
-0.1895199952425603,吐舌
-0.5497423403585286,发型
-0.5507973172825454,男孩
1.2841053159585432,祝
-1.1363835108159257,外面
-1.139397015683727,慢慢
-0.6140159500265824,吓人
-0.7558583424174585,毕业
-0.9334068239805772,明星
-0.612038108669074,东北
-0.8914077733985148,吹
-0.8464189017178662,接受
-0.5522521625314439,强大
-0.9276461239544473,追
-0.3589680447161848,微信
-0.3739380853877891,仙女
-0.9293863389728784,穷
-0.5706157892687527,分钟
-0.8724944803414608,没错
1.071682824272457,强
-0.7849992939267731,玻璃
-0.5437380848131252,完美
-0.5933594284898382,啥时候
-0.7467169839348051,家庭
-0.8069788673445908,一口
-0.5965659600952513,开学
-0.43049758765758744,人间
-0.6981068257342916,妹子
-0.5813267803737157,太好了
-0.8709505501087256,北京
-0.8175101507690307,差
-0.3595983513182903,李
-0.10675513188406749,腰
-0.5693141596805023,司机
-0.4869097383473569,能量
-0.7336528170773855,接
-0.5187378226832424,赚
-0.6893538198761272,沙雕
1.661404538106979,意大利
1.3104554534131525,棒
-0.6464819265365082,缺
1.478050234851462,武汉
-0.5805742595542227,最美
-0.5423282679399692,干净
-0.4344345651754069,女神
-0.6585136284013454,蚊子
0.45183001139416523,闭嘴
-0.6027222497103455,名
-0.7470519624851506,怀疑
-0.68960443184025,没人
-0.7278547925421243,好玩
-0.9099408454871954,欺负
-0.9431888787806285,湖北
-0.7030823120184596,呦
0.9276268944513724,最惨
-0.6688458545994117,王者
-0.7598510947858066,配
-0.9681820583508365,实在
-0.35755712031865905,收藏
1.189734863440092,喵
-0.9055454632683215,抖
-0.6761762615481868,高手
-0.1452757918350838,委屈
0.02155972653196115,惊喜
-0.5129064792875929,包
-0.39217813582547967,模仿
-0.953492567078729,上次
-0.06301348833510295,我来
-0.7933022653840428,斤
-0.546025953874327,张
-0.900808550550466,身体
-0.26003686614024624,恭喜
-0.5023907531969112,生命
-0.14452313231091943,花花
-0.47395151561862453,演员
-0.783337799303392,男孩子
-1.0628979267500185,老人
-0.5511837444718566,飞
-1.0979222120024528,撇嘴
135.3255250278011,阿巴
-0.7131425679701981,亿
-0.17396178348344646,大叔
-0.07785968382622035,河南
-0.49624279727580023,国内
0.8678740507722152,吐
-0.3695363920914793,傻子
-0.7847988492980953,梦想
-0.013122013821893094,表情
2.1726512649981085,滴
-0.9219476273818501,一块
-0.7363546706985324,两
-0.5537696826558006,教育
-0.6347268922776732,忘记
-0.22753766194408398,泡面
-0.755655496740519,想想
-0.5896202938232029,鸭
-0.9613087188313093,统一
-0.6376255604331812,买不起
-0.4409888808176699,赚钱
-0.542314283691396,没想到
-0.9212421165219784,上学
-0.6250004052990715,回复
-0.5793064488386734,感情
4.666560895634761,到位
-0.4773515472570037,大人
-1.124050174896778,设置
-0.6051833250602234,沙发
-0.18911535533218352,懵
-0.15032795052096026,奥利
-0.6412599719632526,面包
-0.3578800980627432,太阳
-0.8103529507169707,眼泪
-0.6030690753908677,记住
-0.8483957101819893,代表
-0.7311650762972831,浪费
-0.28871974064564127,洗
-0.5147911952892285,外国
-0.9900100194113983,久
-0.5647363801182622,身上
-0.7939398861282335,大佬
-0.7683970969979249,星星
-0.7987552288785129,深圳
-0.7192165259046793,学生
-0.9509421834167785,面前
-0.7429817912560335,这部
0.7963016446737771,心碎
137.36865193539924,郭
-0.557432370530362,丶
-0.908934965363891,买个
-0.5828269115246372,红
6.743102636831841,得意
-0.930497122111591,看不到
-0.7748120570693774,一把
-0.7367769498554864,可怕
-0.4448879011204334,好样
-0.49008270197569265,块钱
-0.5719334324960997,一套
-1.050875833357433,一场
-0.6730705560094141,上车
-0.6659773768202324,病毒
-0.6439236828630833,呆
-1.3308328053934186,影响
-0.47346961512394103,美好
0.15300703210137762,友谊
-0.6093124314673519,妈呀
-0.6070996425555314,第二个
-0.9300192818949022,离开
-0.18190811876701274,小朋友
-0.9511671294162745,鸡蛋
0.43864906407315296,全世界
-0.8996521096115719,砸
-0.8234197914431114,我刚
-0.8211113904387478,萱
-0.8220247824424597,放在
-0.7371346405582161,杨
-0.139117763559463,泰国
-0.9555129881910596,喊
-0.5428298599457502,垃圾
0.8844335506375786,区
1.0864551233949524,亲
-0.5784282114222589,对不起
-0.7775316242679753,拍照
5.688161703900141,叔叔
-0.5060509650941063,刀
2.521470728890554,摸头
-0.24948718175602466,歌名
-1.305437300791582,农村
-0.5732604896925438,装
-0.931637370059929,关
-0.7305172186598223,出门
0.31352964418698615,咖啡
-0.33918301001500967,棒棒
-0.2435599755576836,下雨
25.73656961311843,飞吻
-0.09552870719363679,半天
-0.6196724404012298,难受
-0.6567420068027124,美丽
-0.6059693174486576,累
-0.5777722370677023,粉
-0.5087624378389191,米
-0.6704545864781112,撞
-0.7633687886642155,沾
14.652698554803402,猪头
-0.6807916878152692,减肥
0.07171329300512931,珍惜
-0.6415784920752591,有时候
-0.7009677506046949,没什么
-0.5856097356030492,绿地
-0.8517441158114751,樱桃
-0.3601372951946677,恐惧
-0.5318353761322688,听歌
16.69521236471116,胜利
0.29309641399364006,大哭
-0.22247665247615794,嘴
-1.6591070393103269,包拯
-0.5669651978851764,今晚
-0.6673612257544315,输
-0.7856134312325727,身边
-0.37538492538647383,咯
-0.5171901979112273,年龄
-0.7150907957153343,速度
-0.7856739118729273,乱
-0.4066246536149353,太难
-0.584650294662793,整
-0.797021916246656,抽
-0.5915852155253613,善良
-0.4513604767299219,外国人
-1.2027404487395565,骑
-0.9912794904847063,运动
-0.9997019723803806,数学
0.48930746593452584,警察
-0.757119914563513,橘子
-0.6244433386792723,风
2.0217465174745075,后续
-1.2585890421246604,刹车
-0.8944792134509943,职业
-0.9221173045663996,快递
-0.4406234458798472,十年
-0.6763226830071474,好久
-0.8429293794781885,穷人
-0.77359656461479,生气
-0.36486340829666053,收
-0.684548851357823,大金牙
-0.7219567723697651,多久
1.977629572170324,左边
-0.89974536135044,惊呆
-0.7805120187883138,不信
-0.4743850467752702,练
-0.851512199991805,香
-0.7785843647519808,味
-0.5798359375746631,师傅
-0.8658432726566844,踩
0.7560341486197917,互粉
-0.2708610324681985,陈
-0.07035563304881123,霸气
-2.0923809779543783,嫂子
0.11635723695068785,马超
-1.0006058917545126,块
-0.5694270107265536,全
-1.0666803760412178,躺
-0.6396191952782356,我爱你
-0.5776563785648633,三年
-0.870507890026027,直播间
-0.3808323075825288,一脸
-0.6526145485855107,知识
-0.8082480877821066,自由
-0.6568867815026781,糖
0.7181244194979338,大师
-0.955875368606726,家长
-0.7127096592740791,坑
-0.46678593288952264,哇塞
-0.5727480023918619,套路
0.6994027813338142,标题
0.17453103996790098,子
-0.20663484908461074,少女
-0.9387342605186366,结束
-0.7707509964832844,跳伞
-1.0871752770678507,渔夫
-0.6159796120115464,也许
-0.692731681776413,成都
-0.8452994249468293,捡
-0.874849569164543,一张
-0.8881873150394975,没用
-0.41043832289833093,质量
-0.3917583513893479,疯
-0.7940470883014636,销售
0.035177254980349425,小伙子
-0.7182477621255324,担心
-0.7541760014653444,找个
-0.7991106033145746,眼前
-0.8055846767364494,跳舞
0.21169100238692384,实力
-0.37730385065986455,元
-0.47073934807997164,读书
3.9479976102593994,本事
-0.7191988894519417,咋办
-0.5515566516416223,位置
-0.21025469649413284,喝酒
-0.7329903828009751,小小
-0.9658552867135024,皮
-0.5485139214225133,去年
0.6476009412146095,小鼓掌
-0.7095479357237574,全网
-0.6457225795723096,柠檬
0.19775492636290656,汉服
-0.6710371952005114,饭
-0.9009987104430507,唯一
-0.6430178875828257,背景音乐
-0.9540205597823505,一遍
2.748910786551116,小孩子
-0.6100243679730932,烤
-0.5789509810628262,卡
-0.5119241512491441,废
1.0110553237481048,吉林
-0.626152550969278,不好意思
-0.6728164051744894,超市
-0.9504954471884027,油
-0.4734650876979788,小花
-0.781163728478388,空气
-0.699309569544222,方式
0.2166028272027881,感恩
14.397145758672755,情书
-0.6996828190544807,善待
-0.7539553687583762,擦
-0.5147775199462963,摔
-0.8724129360265384,员工
-1.0728870258259045,受
-0.5450496769138221,快点
-1.1172955816186207,电动车
-0.5330095381744797,破
-0.7363655966378834,选
-0.9680862660712284,不住
-0.6178748880865893,娃
0.4084155883105032,转
-0.6830799354999467,实话
-0.5680826686965338,放弃
-0.690615125042946,顶
-0.5903408937605408,背景
-0.7607414178417558,一半
-0.9244807610986571,气
-0.4144903425312686,身高
-0.7474160334161796,有种
-0.18526306991175823,放心
0.20468577947343555,憨笑
-0.8765833841689397,付出
-0.7438640432105926,早上
-0.17666947601818786,我怕
-0.6797759409171001,佩服
6.0120870890009135,猪
-0.7635787621238312,取消
-0.5748672042163191,草莓
-0.6026465670081734,裙子
-0.1729127442362855,太棒了
-0.5974350929500041,饿
-0.5466445876764691,难过
-0.4762327048271622,主持人
-0.2785198437118475,酱
-1.0769250598523887,国足
-0.7822617678762328,球
-0.6970997459437451,恋爱
-0.6218773813982801,一首
-0.4184101769186055,操作
-0.8358374452244945,西安
-1.2168132132548004,再也
-0.6641243480651118,母亲
-0.8613219407123301,年纪
-0.6172273764795052,走路
-0.03210183013092618,同意
-0.4177155885309556,机器
-0.5567199421096991,四个
-0.9428728246862933,提醒
-0.875899186839539,秒
-0.8017968281689757,心情
-1.018278462306569,拆
-0.5545724351757626,搭
-0.5858853252420202,白色
-0.2817944094766836,公主
-0.5929722296982463,默默
-0.6625626243926153,证明
-0.44944109835848345,系列
0.19025119067777307,太多
-0.6392215695387349,条件
-0.8391848075396957,学历
0.6145156134265556,奋斗
-0.8267051441478367,骂
-0.4762615134625316,酸
-0.4697355910570849,想法
-0.541702383197001,这辈子
-0.4253683665546602,小可爱
-0.37901103844970524,吓死
-0.43996657632785685,一百
-0.6774954171320826,细节
-0.42199507787476803,特效
-0.3964304088018523,保安
-0.7553531458471299,红包
-0.6102933793216296,早点
-0.7580641835723554,嘿哈
-0.004786253026387329,挖
-1.6145161746499097,儿媳妇
-1.0913958217194515,发展
-0.12581699553335945,太帅
-0.6441177527768717,牙
-0.7129461987200569,自信
-0.48352366221428406,演技
-0.6161781279581757,混
-0.3134205943609252,皮肤
-0.765560162091933,店
-0.8078517423573787,发生
-0.5593567525082739,面
-0.4961483933188299,肚子
-0.5139021202684736,可乐
-0.5487744797107934,背
-0.8318700406600604,高中
0.8547105167136159,照顾
-0.017033829634910506,不算
-0.4466730234690852,文案
-0.4636848295127543,壳
-0.8421925860249866,还会
-0.4341116665115849,爸
-1.0802272165551319,莫名
142.1484829948224,女装
-0.39596888438232714,钉
-0.5643139345975898,狗狗
-0.7602958756291669,下集
-0.5760563688734405,原唱
-0.579481057725176,春晚
-0.4197681609253906,合适
-0.4680121808843577,跪
-0.5480707648824897,这位
0.21750745688640227,年轻人
-0.959815908634108,低
0.4912294544913792,时代
-0.547077134908971,美的
-0.8789725865938899,刺激
-0.5898151889349256,剧情
-0.5504866257004402,耶耶
-0.7378698885343833,一家
0.4696798051303648,愉快
-0.5281088108602857,后悔
-0.4987147778453809,科学
-1.168984155719293,一部
0.08611277802412969,惊雷
-0.7060350038406263,毛
26.6214429734503,蛋糕
-0.3313737499998016,兔子
-0.9077183913692869,屁股
-0.5189682438766713,阳台
-0.848436922105058,问问
0.640595743985777,精彩
-0.794291613111558,自然
-0.4372994108602995,一人
-0.7214650968519436,苦
1.1011374092776358,暖
-0.8045084564782061,爆
-0.49129867891982326,阳光
-0.5360667870990694,没法
-1.1419133555455647,尊重
-0.5483173283503254,翻白眼
-0.7096710086591008,区别
-0.6995115435569661,冷
-1.1673526101247655,温暖
-0.6498323596554543,遇见
-0.35233540447655354,介绍
-0.8321796156963406,只会
0.9620564761184041,胡瓜
-0.7319197498468476,炸
-0.5737693234405192,青春
-0.5464392313864174,相亲
1.186483630560168,骗人
-0.8334490287123203,闺女
-0.08622395467006025,性感
-0.9937905081252802,结局
-0.795626111378976,王子
-1.0129052230295201,码
-0.6121886733198747,乌龟
0.10880560060837348,干什么
-0.4796477615812653,心酸
-0.5805859840338767,热
-0.4829952158535683,加班
-0.5872341241427248,祝福
-0.5656627163853023,多年
-1.1070358269039466,至少
-0.39448859017785237,改变
5.081420394355637,派对
-0.634335116936918,环境
-0.42529508827779017,宝马
-0.5502562851084805,经典
-0.6035987755336387,贼
-0.4313084344368004,神仙
-0.7090380574173358,几次
-0.4968483094279883,领导
-0.9124823869198643,两天
-0.38737520543794446,姥姥
-0.5824197078872152,体验
-0.7059867229379446,好不好
