words,sentiment_coeff
吐舌,46.99186633199782
完整版,27.23613205917209
不值钱,90.35475651165095
色弱,94.34103816301266
当年,64.08260408011141
考大学,91.31437073135449
不可,65.9194100369928
报,75.99575679223078
专业,70.00178779575882
五六,87.76412634761448
行,72.29502445954108
心里,40.2757803190465
很_难受,75.63308937136723
一路,52.9668731473066
事情,46.49194166007149
太多,6.482643282961761
觉,66.02712272338691
老天,58.52216779880274
不_公平,78.99556339469625
一只,59.770722296813126
如果,45.35328780698137
能治,99.89025190486393
世界,63.86977013652504
虽然,54.5238503981526
有些,58.73297136883036
残酷,67.34043558971749
但,48.63054319464773
它,63.07376495647119
缺少,81.23024215662106
幸福,55.181342494464666
美丽,59.23740398107195
有没有_想过,93.26859872194441
其实,56.667842901732534
而,53.35697773580267
病人,69.80592032582477
发型,79.26667025920294
有点像,76.67058041904279
创造,70.25041388787382
别哭,86.17921557839708
正常人,81.24074564180773
色,63.870090239658715
观察,62.749900345257366
能力,59.290973079995624
实际,65.92631520151235
看到,40.1315422189776
这个_世界,50.77251070718043
很少,54.02105604038369
一部分,59.027389296384946
拥抱,56.62958947787721
这是,71.04025251301617
希望,32.704381966394735
人_没事,65.15528287456506
科普,85.1539881034616
色盲,90.39980107270047
某个,70.12657628052854
颜色,62.2191128272352
罢了,44.28182717746357
并_不是,56.59214811169342
眼中,34.8715034245865
黑白,80.99962703151401
打破,80.05649905287493
十几年,59.50262553203188
哭,62.87932324637765
牙,72.95317448752577
确定,75.2706836521737
耶耶耶,75.41369021146659
孩子,39.61473868380466
精彩,27.27360184494371
只有,49.7741629807698
这才_是,66.06104107954523
科技,68.90728885687302
祝福,49.64730132095562
迎接,64.86876377997505
将,47.153468146982895
加油,12.399813652890753
第一次_听,85.61613719515852
耳机,54.31252948118113
时候,29.795199112951348
这种_感觉,48.83666670463518
伟大,37.47805162050374
发明,66.01641971084469
无论_什么,77.35101964845909
最美,54.28275302264171
安慰,60.98725289802215
抖音,31.950150063261475
最初,67.82723231891909
样子,66.82324071482134
终于,70.55390540407903
考驾照,92.80688407504857
这么_多年,64.96573109549408
看上,68.25642774402247
还原,83.97777652785986
色彩,91.1754581316075
能够,39.384902773726154
早日,13.131650746487937
推广,78.71143155635157
抱拳_抱拳,21.6546824957068
很_奈斯,84.32266973867422
鼻子_一酸,66.01808409341163
科学家,76.56968711118759
致敬,28.07185453384075
该,58.89988642181185
态度,68.80384223568282
而_不是,61.39571284250826
谁,47.46741118514334
核弹,72.57582202006539
多,53.35850066268535
带上,75.67041093568126
眼镜,65.36555402759863
愿,41.89569340234649
每个,65.45338642734819
善良,59.712424245939665
不幸,100.24851415010002
人们,55.0356078104653
手脚,86.62806491330434
却,54.67156109121236
被迫,71.54766972835404
住,54.19493855724671
地下室,90.13716440526642
动力,51.677739256816466
开心,76.16065483995573
忽然,76.78709897704059
以前,45.38336045518885
认为,63.40899442487719
错,61.001683051688126
滋味,83.44203152830376
属于,67.62753442719644
让,39.44631989713335
生活,52.47625962438193
造福,86.73605757071803
人类,55.364339516696226
老子,63.79329208664785
到处,57.63255083966146
老,62.59626833520693
真帅,56.581218270935544
坚毅,86.83994437929923
自信,64.69518699346266
心疼,69.72989887121604
为何,55.00916369761943
外国人,72.59147047435756
演技,67.11647474668928
总,47.55730607447555
玫瑰,14.085753778713961
那个,37.845587195376076
图,68.13614397150107
陈老师,53.34367303721139
表演,64.01954405130901
最,23.81239418006564
自然,66.65383466727776
反应,63.86786488937805
才能,67.42677059254419
黄色,50.13137242583867
至少,66.85262928608586
看得见,26.564899926933638
啥意思,68.59854797950011
好感_人,83.41025313149912
想_哭,71.56373435255101
碰拳,-1.8676106107632735
有人,54.35786995269633
上次,73.97360099703884
看见,44.64124864891742
视频,40.72206471810274
告诉,57.081999618744064
所有,55.21428135274063
感动,36.09363952172057
来自,55.18970933125274
金钱,46.37831788261171
深深,71.14246330435971
刻_在,47.48216268515847
无缘无故,87.49516373185037
流下,42.00089934938407
给力,7.930150482056077
懂事,63.972027395291995
小孩,66.16455074180067
从,49.810755867323344
这边,66.05574693834261
差点_没,58.0206684086698
死,58.49810752253205
龙泉,83.88267111866689
等待,52.27886846664262
开学,75.48533386187557
我来,86.18735911992356
成都,64.980552570474
第一个,68.0332367066463
站,57.245792608904345
好怀念,75.92576155667817
远,67.48561357038899
赴,92.47097029541773
人间_惊鸿,81.71050005902138
在_那里,66.97837029190394
成龙,91.45831929734864
机子,98.34475471652867
捡,65.21615194778133
走,53.45850424775312
男朋友,31.789417730200576
重要,60.89341578509056
必须,58.85684895280668
游戏,74.27741291097638
问,52.542254825952455
题目,81.50993056658332
问题,58.37587082054329
回答,13.272406424860064
晕,55.02539080446712
头晕,84.3105900722392
晕车,96.60711039203954
后头,93.10164897352128
不用,59.29468875519779
动手,74.64152738324566
震惊,10.963348136600459
成员,82.49580693447638
赵海青,87.73387144945367
只_为,67.43672360181311
猎狐,78.41464601785712
酒量,94.01818165148232
+,51.27516625334801
好酒,96.03433870115605
汝,66.85164205722704
银行,57.6675207820724
不_知道,42.00878750824033
好像,65.18589001183435
顺序,78.5913526467201
醉,52.363463944774686
卧槽,57.06949169700921
我个,92.50827056990842
期待,65.60011895641419
脑瓜子,78.94001262047618
疼,68.30200001431706
赵海清,92.69019154735922
晃,75.96846855679696
直,64.24900707508161
迷糊,78.53481073439531
看得_我,62.609238123446836
男孩,63.580911807044004
赵海清_你,94.35459435689867
被_抓,49.862029989289184
太坏_了,37.13504822133357
赞赞,11.289820379648138
唯一_一个,65.47526779699992
出现,59.99692510797758
后来,52.8142883874897
变坏,94.81063144651263
更,55.70898653683014
耶,46.04032425865504
优秀,68.46944974039307
看着,58.77844681693207
抓,32.40892339257387
爱玩,93.53571333958458
赌博,30.160252617088794
赵,67.3881294298271
主任,67.71800198544935
喝_矿泉水,90.5658460703453
璐_璐,88.01100295290136
哈尔滨,68.20922837746414
会_吐,94.7242079342338
坏人,55.07829259604952
比心,6.515022073906804
脚下,88.44209125477454
看错,86.52069602767422
瞅,89.18180796178586
小帅,91.98906696499479
累,68.53069759959291
兄弟,66.28228055205994
到底,67.06481315147344
啥_牌,94.76143661358442
拍,54.7973774730407
哪,61.94960449473523
疑问,63.697992691078184
回国,66.70817429467508
到底_输,93.45881048067857
电视,72.48190015726018
算,45.65015039346929
东北_人,63.15248593194033
越_看,24.56793945061641
越_像,49.28059655309562
拿_着,59.056711815079034
粉笔,84.88813274100607
盒,83.43089883938838
准备,56.84901434278377
打,42.6486909413886
看看_看看,10.99101895073478
找,48.19558304592816
偷笑,61.32646800119622
斜眼,83.05963822247502
怎么样,70.05798541851
白羊,94.44718034114737
摊牌_了,40.570115498917296
正_能量,52.40197947875532
各位,16.743178096849643
姐姐,71.6927776245117
看_完,55.16570310848452
评论,64.89250673943465
幻想,55.06471213564401
拥有,66.625453226351
女朋友,47.90794859239182
看来,71.25984655276444
颜值,73.16024558305008
无关,68.57916218069629
发呆,48.01228702243195
见_过,70.14642241550914
很_真实,82.2675478261659
大笑,48.59731809475893
已经_瘦,89.75092099220002
斤,56.68100045904366
老公,40.416593405396924
巴铁,18.136670757046435
鼓掌_鼓掌,6.7276135151348555
鼓掌,11.642679351321766
有_机会,76.83260180351797
赞赞_赞赞,4.1984892960927915
有_一种,13.320115066949745
友谊,45.700763041607615
中巴_友谊,17.475972221059312
最新,28.6248966449693
政策,66.037140996129
播报,86.94293783602411
凭,69.17408964418709
快_来,82.66843254142667
父母,49.28118814125434
表白,68.48261467122529
长存,11.219931778808752
消耗,73.61743924226099
万岁,35.201652107717464
一家人,75.25821705819627
长久,62.03514734457924
铁哥们,90.68387634736035
派对_派对,2.1828058060631506
祝,25.602501980490928
中巴,12.684206723325744
生日快乐,68.76652424411739
友谊_万岁,40.82635642345047
感谢,9.321214473943318
娶,57.446146939260515
巴基斯坦,86.90451474526822
女孩,58.703566373466934
真爱,43.73857788612174
铁,76.02694490996957
中巴车,78.08557002586771
浪漫,73.84668537411203
外交官,89.9483330364687
情商,61.73762164699381
满满,68.87064080138846
耶耶耶耶耶,81.3862555976184
转发,86.24027802834034
老铁,15.485755009927582
官方_求,11.452245848457244
关注,25.79362706830226
友谊_长存,71.88150953903862
见证,71.18801964790497
比心_比心,4.3073533638973185
送心_送心,6.693169639331143
记住,60.154923131151634
最惨,58.05408101805598
执着,83.10298322029765
渴望,75.95408031876967
官方,65.74495821305635
保护,70.92947191098331
生态,56.68360473383177
坚持,69.71389367731219
环境,70.53487147313581
吸引,66.644684155151
您,69.10621905040767
共同,85.01035996937466
偷走,81.4377587944439
心,48.76362594781397
玫瑰_玫瑰,4.380219793273753
爱心,5.196405348778442
好_可爱,59.299829197667236
一句_话,62.357245670371526
彼此,80.44708214345009
交心,81.01539814090786
同甘共苦,72.23832251626996
朋友,49.37163291075814
送心,21.547172441132176
广西,60.24858104693365
贺电,92.17490380536715
为,42.33206605476331
小赵,88.75288672067038
怪不得,73.35524127859057
眼神,41.005157434434544
货,66.53730735455777
东北,62.77370673800651
美好,73.29494548439254
日子,72.78695179822907
男生,47.70081075479948
容易_做梦,88.41005599175625
豪横,74.84520385737984
后面,57.06582551231217
小,47.3968683504171
敞篷,100.95141727772229
姓,57.53856404054575
董,64.38363838100584
柚子,67.05608292475117
吖,70.70608029515952
/,60.21495888314714
奶茶,52.23627182829136
卧槽_卧槽,4.737534138325882
最后,49.81110903694404
二哈,79.1339858357156
似的,55.83867452594465
穷孩子,97.08900832292618
长得_一样,91.33927682527198
瞪,92.69798272874078
果然,73.80032607369553
月_老,86.77127831513717
到时候,61.449860683719045
帮帮我,89.71571372294974
泪奔_泪奔,11.804262323830946
求婚,58.47037620120742
需要,61.67199176243126
帮,58.084289384708114
呵呵,71.71023901430301
船,66.66594095491564
主播,61.82837583649003
很配,94.6540509140469
哦,59.29946209279173
红,77.05966981884673
一点,53.19345375513326
一碗,57.72453550720622
啵_啵,67.94845952710389
真_好看,58.41773344539867
牛_逼,74.41391643445256
太狠_了,90.57323210103209
你_最棒,31.215474883036375
有用,59.65142016670613
证书,91.1326491684292
刚好,64.91202682933886
河北省,85.70260327811576
公斤,76.92574149943177
第三,72.58577512797879
您好,76.6955957137449
宠物,72.34428094538715
师,90.22498009865586
考,53.19478942008608
软件,61.330667304612255
几本,82.36025566614403
得不到,74.70170366425631
男人,44.61322950350565
一大堆,57.09774534451806
才_发现,56.028139099284665
精通,93.09450913698623
什么_软件,89.48483821624531
查询,87.59028241193452
牛,85.6721126146767
强壮,-2.0361975781589994
难考,88.4579607015086
见到,68.86390188029765
脸红,96.08910030430978
嘛,46.794724319131824
林徽因,87.05058891958805
脸,62.49735793759645
好_漂亮,68.7445737460117
如意,91.1915418986498
小林,83.5706558493118
小姐姐,41.41224979773398
理财,70.71141682011164
快点,68.9773013108689
吃_完,67.19045249550938
车,47.95139567074392
干净,61.767568244971685
宝马,65.53851901366542
奔驰,62.9278693366966
兰博基尼,62.993292293867356
桌子,68.9539343074673
型号,83.51719530908707
多少,45.82511446753496
法拉利,49.829944048261765
努力,39.31117656941402
啤酒_啤酒,47.692761544876205
啤酒,32.94980328948512
流泪_流泪,12.01914828896061
不当,84.52273645731573
厕所,56.76737604808394
垃圾车,79.09340903404353
已经,25.19419260443211
去_泰国,98.98684948219278
路上,65.56350392536915
第个,59.23846154056889
富婆,78.96200194616212
打开,34.413202406285826
一张,55.688053944521194
车上,72.61910757290313
二十个,92.62216276557041
下来,59.80910465636962
吃个,65.21671117351657
烧烤,58.94451632192143
大哥,60.02340517036479
在_哪,77.66065025645263
插个,91.2113943886651
队,75.83637576206897
南京,60.55852547245701
啊啊啊_啊啊啊,9.027912531750463
今天,50.1360889038839
同样,59.914335280940804
照片,60.6071025730502
我刷_到,32.66958222549364
五次,82.44632971565505
昨天_刷到,89.099126291129
女,41.96392365905254
长,58.1560464203941
有_气质,72.54577198036202
得意,39.2843404447854
是否,60.0403789966695
找到,69.70444283294987
刷到,51.108196736598245
个人,68.7027953629264
啦,58.62219721636533
前_几天,81.09551712680243
过,47.967146201644965
身边,53.659168749865486
那个_女孩,66.78360329080898
发,61.079147001240734
前天,94.85046256226346
女人,46.22078263004219
好象,92.26203367348512
那天,62.39878594312843
条件,51.43762580179898
最好,52.00930752762101
帽子,63.15840988681474
估计,58.67645873206216
他们_俩,92.27115554845525
关系,63.22151470356896
木有,83.95119528553275
刚刷_到,15.380658638438314
那个_女,66.31028663947892
这张_照片,80.88210885379382
很_好看,51.926651605532754
有个_女,60.039640234270514
这位,64.93693395838666
简单,85.7160957931285
作为,63.72701245314913
长大,53.409167157792034
混,65.5520857806053
刚刚_刷,34.026044378928844
她_老公,29.9908437654067
右边,65.75133109036321
里,59.489916337732154
小女孩,61.55395701945874
记得,61.03517640371805
小时候,58.84232029038629
看过,78.3414147014114
快,30.159110413201812
过去,67.13775792942698
头像,67.65658876870425
今年,40.3330185950767
赶紧,65.59863606143388
凑合,80.48793505359501
再,47.316987698570586
张,69.2777941106265
为了,51.844037043393186
未来,70.22784244822978
帮_你们,75.6745129562672
昨天,63.050430501623424
大姐,73.59747430448064
圈起来,94.30823705297175
一般_都,71.9333969983217
同村,90.86924312297812
找_不到,62.09030574463435
从小_就,82.2910026771587
迷人,29.82003111254516
女同学,83.22546357109456
潇洒,67.34251319900916
赞赞_赞赞赞,16.42683634853962
下,61.49176845962116
手机,42.10666157219567
吃,38.69058867267341
刷_到,31.502477802254823
真的假_的,82.1826091711427
前面,54.68984740926234
希望_大家,56.07640968719932
谢谢,30.29577869426256
帅哥美女,82.23948124031574
们,47.998027634217344
灵机一动_灵机一动,42.665690735060934
感谢_感谢,3.034101771439452
第四个,91.22374232646837
咱_也,66.29747641261287
想_知道,71.2380016549379
前面_那,79.54253328502023
姑娘,65.7103668339247
结婚,53.4849757720027
成家,64.43804353844115
你们_三个,83.23171412809218
带_着,57.51340320877479
一群,71.71566463318902
小弟,60.99352105102673
正在,65.1298598950344
次,69.93841736367501
这张,85.73304283777301
网上,61.34225477275618
传,69.96893705531366
厉害,66.13351998302834
假,16.813323196150034
根本_不,56.88567854698211
合影,80.92959383111824
女生,37.446049000469316
好酷,93.3642487563858
呲牙_呲牙,16.762472014481297
哥,74.21024768126627
背后,64.2248136346114
旁边_那个,71.55937955953739
联系,67.77844851372265
刚才_看到,65.77643450920513
好多,64.74286913937728
昨天_刷,83.44188712621362
刷,58.33648329609966
老婆,58.35919843903493
别_找,87.5743913347212
